#Dir,file,mx,my,mz,deltaT,endTime,method,nx,ny,nz,simulationType,LESModel,delta,calcInterval,solver,preconditioner,Build,Date,Time,nProcs,nCells,CoMean,CoMax,UxInitRes,UxFinalRes,UxNoIter,UyInitRes,UyFinalRes,UyNoIter,UzInitRes,UzFinalRes,UzNoIter,p0InitRes,p0FinalRes,p0NoIter,p1InitRes,p1FinalRes,p1NoIter,contErrSumLocal0,contErrGlobal0,contErrCum0,contErrSumLocal1,contErrGlobal1,contErrCum1,Steps,ExecutionTimeFirstStep,ExecutionTimeNextToLastStep,ExecutionTimeLastStep,ClockTimeFirstStep,ClockTimeNextToLastStep,ClockTimeLastStep
n_00008/mpi_00016/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:41:33,16,2995200,0.445924,0.461484,0.003552,2.7448e-06,2,0.0686528,2.66922e-06,4,0.0925378,2.39769e-06,4,0.823975,0.0275922,2,0.818331,6.5613e-07,32,6.61791e-10,2.29829e-19,7.95277e-19,1.57044e-14,2.50469e-19,1.04575e-18,52,5.32,232.16,236.66,5,233,240
n_00008/mpi_00016/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:36:24,16,2995200,0.445924,0.461484,0.003552,2.7448e-06,2,0.0690337,2.68163e-06,4,0.092446,2.40391e-06,4,0.824514,0.0403143,13,0.826166,9.97554e-07,245,9.67125e-10,1.67024e-19,-3.65698e-18,2.55497e-14,-2.66094e-19,-3.92307e-18,52,9.94,294.29,299.93,10,296,305
n_00008/mpi_00032/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:48:27,32,2995200,0.445924,0.461484,0.003552,3.38442e-06,2,0.0730532,2.84096e-06,4,0.0978429,1.74098e-06,4,0.826592,0.0293078,2,0.820417,9.54469e-07,30,8.54476e-10,-4.42911e-19,-2.91357e-18,2.78579e-14,-4.57019e-19,-3.37059e-18,52,2.97,111.08,113.46,3,112,116
n_00008/mpi_00032/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:45:38,32,2995200,0.445925,0.461584,0.00355201,3.38647e-06,2,0.0877705,1.7535e-06,5,0.104296,2.05077e-06,4,0.428364,0.0193566,9,0.225359,9.66574e-07,278,2.30195e-09,1.20439e-19,-4.44786e-18,1.29802e-13,1.03049e-19,-4.34481e-18,52,5.4,157.17,159.9,6,158,163
n_00008/mpi_00048/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:52:12,48,2995200,0.445924,0.461484,0.003552,3.93658e-06,2,0.0766814,2.75054e-06,4,0.0991717,8.96992e-07,4,0.828971,0.0290818,2,0.826523,8.86593e-07,26,9.43066e-10,-4.36981e-19,3.94542e-18,2.87865e-14,1.92054e-19,4.13748e-18,52,2.1,78.52,80.09,2,79,83
n_00008/mpi_00048/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:50:30,48,2995200,0.445924,0.461484,0.003552,3.93657e-06,2,0.076969,2.75234e-06,4,0.0991716,9.07702e-07,4,0.829369,0.0400114,14,0.832718,9.97267e-07,264,1.2977e-09,2.81299e-19,4.67935e-19,3.76798e-14,-1.3857e-19,3.29364e-19,52,3.4,88.84,90.58,4,90,94
n_00008/mpi_00064/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:55:05,64,2995200,0.445924,0.461484,0.003552,4.35168e-06,2,0.0847031,3.67139e-06,4,0.105958,2.0539e-06,4,0.826177,0.0283671,2,0.824552,9.14041e-07,31,1.05373e-09,-3.27534e-19,-2.73366e-18,3.3956e-14,-5.51131e-19,-3.28479e-18,52,2.01,73.44,74.79,2,74,78
n_00008/mpi_00064/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:53:44,64,2995200,0.445924,0.461484,0.003552,4.35167e-06,2,0.0849397,3.66356e-06,4,0.105939,2.05969e-06,4,0.826537,0.03769,14,0.830193,9.58993e-07,255,1.4001e-09,-1.35776e-19,-9.26109e-19,3.72416e-14,-1.36088e-19,-1.0622e-18,52,2.42,66.6,67.71,3,68,72
n_00008/mpi_00080/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:57:41,80,2995200,0.445924,0.461484,0.003552,3.90615e-06,2,0.0756198,2.80172e-06,4,0.103694,2.21075e-06,4,0.833548,0.0299621,2,0.829537,8.77578e-07,33,9.84245e-10,3.75119e-20,2.04429e-18,2.87009e-14,2.70944e-20,2.07138e-18,52,1.91,76.2,77.92,2,77,82
n_00008/mpi_00080/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:56:33,80,2995200,0.445924,0.461484,0.003552,3.90615e-06,2,0.0759843,2.81402e-06,4,0.103697,2.21183e-06,4,0.833806,0.0393095,14,0.835474,9.9876e-07,259,1.29153e-09,-1.4241e-19,-3.96497e-18,3.66495e-14,-1.62521e-19,-4.1275e-18,52,1.48,51.26,52.2,2,52,57
n_00008/mpi_00096/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,20:00:29,96,2995200,0.445924,0.461484,0.003552,4.39345e-06,2,0.0837469,3.2828e-06,4,0.107687,1.70009e-06,4,0.828331,0.0287304,2,0.826714,9.02656e-07,24,1.06997e-09,2.3465e-19,-1.7911e-18,3.35739e-14,-1.90765e-19,-1.98186e-18,52,1.46,59.33,60.29,1,60,65
n_00008/mpi_00096/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,19:59:15,96,2995200,0.445924,0.461484,0.003552,4.39345e-06,2,0.0840174,3.27987e-06,4,0.107636,1.70097e-06,4,0.828666,0.0375677,14,0.832048,9.86817e-07,507,1.39894e-09,-8.25239e-20,-2.82894e-18,3.68968e-14,-9.05811e-20,-2.91952e-18,52,1.96,54.75,55.77,2,56,60
n_00008/mpi_00112/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,20:02:42,112,2995200,0.445924,0.461484,0.003552,4.43419e-06,2,0.0826476,3.63979e-06,4,0.101934,1.46855e-06,4,0.830795,0.0300364,2,0.829482,9.77428e-07,23,1.11344e-09,3.12346e-19,6.30378e-19,3.63006e-14,3.1467e-19,9.45048e-19,52,1.87,73.6,75.04,2,74,80
n_00008/mpi_00112/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,20:01:47,112,2995200,0.445924,0.461484,0.003552,4.43419e-06,2,0.0829224,3.63766e-06,4,0.101941,1.47744e-06,4,0.831061,0.0389805,14,0.835533,9.42719e-07,267,1.44504e-09,1.32382e-19,3.49837e-18,3.80958e-14,-5.15939e-19,2.98243e-18,52,1.66,33.91,34.44,2,35,40
n_00008/mpi_00128/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,20:05:12,128,2995200,0.445924,0.461484,0.003552,4.55517e-06,2,0.0875121,3.80914e-06,4,0.105967,1.57659e-06,4,0.826825,0.0286581,2,0.825492,8.51364e-07,26,1.10492e-09,3.36171e-19,2.25997e-18,3.29381e-14,-9.41001e-20,2.16587e-18,52,1.5,66.69,67.88,2,68,73
n_00008/mpi_00128/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.pimpleFoam.7073,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 25 2015,20:04:18,128,2995200,0.445924,0.461484,0.003552,4.55517e-06,2,0.0877069,3.80009e-06,4,0.10597,1.58511e-06,4,0.827128,0.0405865,14,0.831592,9.9887e-07,265,1.5649e-09,-4.90963e-20,-3.79407e-18,4.07589e-14,-7.17654e-20,-3.86584e-18,52,1.52,31.11,31.55,1,32,36
